transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,total_amount,transaction_hour,transaction_dayname,transaction_weekday,transaction_month,transaction_time_bucket,Day_Type,sales_category
409,1/1/2023,2026-07-22T16:52:51.000Z,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
410,1/1/2023,2026-07-22T16:56:48.000Z,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
411,1/1/2023,2026-07-22T16:58:42.000Z,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
412,1/1/2023,2026-07-22T16:58:42.000Z,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,16,Sun,6,Jan,Afternoon,Weekend,Small Purchase
413,1/1/2023,2026-07-22T17:01:03.000Z,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
414,1/1/2023,2026-07-22T17:01:31.000Z,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
415,1/1/2023,2026-07-22T17:03:21.000Z,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
416,1/1/2023,2026-07-22T17:05:44.000Z,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
417,1/1/2023,2026-07-22T17:09:18.000Z,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,6,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
418,1/1/2023,2026-07-22T17:10:34.000Z,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
419,1/1/2023,2026-07-22T17:10:35.000Z,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
420,1/1/2023,2026-07-22T17:11:58.000Z,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
421,1/1/2023,2026-07-22T17:13:17.000Z,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
422,1/1/2023,2026-07-22T17:16:17.000Z,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
423,1/1/2023,2026-07-22T17:17:19.000Z,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
424,1/1/2023,2026-07-22T17:17:22.000Z,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
425,1/1/2023,2026-07-22T17:18:36.000Z,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
426,1/1/2023,2026-07-22T17:19:08.000Z,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
427,1/1/2023,2026-07-22T17:19:08.000Z,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
428,1/1/2023,2026-07-22T17:19:11.000Z,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
429,1/1/2023,2026-07-22T17:19:28.000Z,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
430,1/1/2023,2026-07-22T17:19:49.000Z,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,6,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
431,1/1/2023,2026-07-22T17:19:49.000Z,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
432,1/1/2023,2026-07-22T17:20:02.000Z,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
433,1/1/2023,2026-07-22T17:20:02.000Z,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone,3,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
434,1/1/2023,2026-07-22T17:22:36.000Z,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
435,1/1/2023,2026-07-22T17:23:03.000Z,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
436,1/1/2023,2026-07-22T17:23:04.000Z,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
437,1/1/2023,2026-07-22T17:25:45.000Z,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
438,1/1/2023,2026-07-22T17:26:15.000Z,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
439,1/1/2023,2026-07-22T17:26:15.000Z,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
440,1/1/2023,2026-07-22T17:28:42.000Z,1,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot,3,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
441,1/1/2023,2026-07-22T17:28:42.000Z,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,3.25,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
442,1/1/2023,2026-07-22T17:29:25.000Z,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
443,1/1/2023,2026-07-22T17:29:25.000Z,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,3.5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
444,1/1/2023,2026-07-22T17:34:47.000Z,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
445,1/1/2023,2026-07-22T17:35:26.000Z,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,3,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
446,1/1/2023,2026-07-22T17:35:26.000Z,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
447,1/1/2023,2026-07-22T17:37:26.000Z,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
448,1/1/2023,2026-07-22T17:40:50.000Z,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
449,1/1/2023,2026-07-22T17:41:55.000Z,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
450,1/1/2023,2026-07-22T17:41:55.000Z,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
451,1/1/2023,2026-07-22T17:43:49.000Z,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
452,1/1/2023,2026-07-22T17:44:28.000Z,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
453,1/1/2023,2026-07-22T17:44:28.000Z,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
454,1/1/2023,2026-07-22T17:44:48.000Z,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
455,1/1/2023,2026-07-22T17:45:21.000Z,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
456,1/1/2023,2026-07-22T17:46:21.000Z,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
457,1/1/2023,2026-07-22T17:46:21.000Z,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
458,1/1/2023,2026-07-22T17:49:04.000Z,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
459,1/1/2023,2026-07-22T17:50:19.000Z,1,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,3,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
460,1/1/2023,2026-07-22T17:50:30.000Z,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,7.5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
461,1/1/2023,2026-07-22T17:51:06.000Z,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
462,1/1/2023,2026-07-22T17:54:11.000Z,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
463,1/1/2023,2026-07-22T17:56:46.000Z,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
464,1/1/2023,2026-07-22T17:58:01.000Z,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
465,1/1/2023,2026-07-22T17:59:44.000Z,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
466,1/1/2023,2026-07-22T17:59:44.000Z,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,17,Sun,6,Jan,Afternoon,Weekend,Small Purchase
467,1/1/2023,2026-07-22T18:01:08.000Z,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,6,18,Sun,6,Jan,Evening,Weekend,Small Purchase
468,1/1/2023,2026-07-22T18:02:00.000Z,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,18,Sun,6,Jan,Evening,Weekend,Small Purchase
469,1/1/2023,2026-07-22T18:02:21.000Z,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg,6,18,Sun,6,Jan,Evening,Weekend,Small Purchase
470,1/1/2023,2026-07-22T18:03:13.000Z,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2,18,Sun,6,Jan,Evening,Weekend,Small Purchase
471,1/1/2023,2026-07-22T18:03:13.000Z,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,18,Sun,6,Jan,Evening,Weekend,Small Purchase
472,1/1/2023,2026-07-22T18:04:34.000Z,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2,18,Sun,6,Jan,Evening,Weekend,Small Purchase
473,1/1/2023,2026-07-22T18:06:52.000Z,2,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6,18,Sun,6,Jan,Evening,Weekend,Small Purchase
474,1/1/2023,2026-07-22T18:06:52.000Z,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,18,Sun,6,Jan,Evening,Weekend,Small Purchase
475,1/1/2023,2026-07-22T18:07:13.000Z,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,18,Sun,6,Jan,Evening,Weekend,Small Purchase
476,1/1/2023,2026-07-22T18:08:53.000Z,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,18,Sun,6,Jan,Evening,Weekend,Small Purchase
477,1/1/2023,2026-07-22T18:12:37.000Z,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,18,Sun,6,Jan,Evening,Weekend,Small Purchase
478,1/1/2023,2026-07-22T18:13:32.000Z,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5,18,Sun,6,Jan,Evening,Weekend,Small Purchase
479,1/1/2023,2026-07-22T18:13:41.000Z,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,18,Sun,6,Jan,Evening,Weekend,Small Purchase
480,1/1/2023,2026-07-22T18:14:28.000Z,2,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,6,18,Sun,6,Jan,Evening,Weekend,Small Purchase
481,1/1/2023,2026-07-22T18:17:09.000Z,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,18,Sun,6,Jan,Evening,Weekend,Small Purchase
482,1/1/2023,2026-07-22T18:18:10.000Z,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5,18,Sun,6,Jan,Evening,Weekend,Small Purchase
483,1/1/2023,2026-07-22T18:19:45.000Z,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,18,Sun,6,Jan,Evening,Weekend,Small Purchase
484,1/1/2023,2026-07-22T18:19:45.000Z,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,18,Sun,6,Jan,Evening,Weekend,Small Purchase
485,1/1/2023,2026-07-22T18:21:22.000Z,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,18,Sun,6,Jan,Evening,Weekend,Small Purchase
486,1/1/2023,2026-07-22T18:22:12.000Z,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,18,Sun,6,Jan,Evening,Weekend,Small Purchase
487,1/1/2023,2026-07-22T18:22:48.000Z,2,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot,6,18,Sun,6,Jan,Evening,Weekend,Small Purchase
488,1/1/2023,2026-07-22T18:22:53.000Z,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,3,18,Sun,6,Jan,Evening,Weekend,Small Purchase
489,1/1/2023,2026-07-22T18:22:53.000Z,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,18,Sun,6,Jan,Evening,Weekend,Small Purchase
490,1/1/2023,2026-07-22T18:23:34.000Z,2,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6,18,Sun,6,Jan,Evening,Weekend,Small Purchase
491,1/1/2023,2026-07-22T18:25:51.000Z,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,18,Sun,6,Jan,Evening,Weekend,Small Purchase
492,1/1/2023,2026-07-22T18:25:57.000Z,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3,18,Sun,6,Jan,Evening,Weekend,Small Purchase
493,1/1/2023,2026-07-22T18:27:08.000Z,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5,18,Sun,6,Jan,Evening,Weekend,Small Purchase
494,1/1/2023,2026-07-22T18:29:34.000Z,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5,18,Sun,6,Jan,Evening,Weekend,Small Purchase
495,1/1/2023,2026-07-22T18:30:05.000Z,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8,18,Sun,6,Jan,Evening,Weekend,Small Purchase
496,1/1/2023,2026-07-22T18:34:56.000Z,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,18,Sun,6,Jan,Evening,Weekend,Small Purchase
497,1/1/2023,2026-07-22T18:39:29.000Z,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,18,Sun,6,Jan,Evening,Weekend,Small Purchase
498,1/1/2023,2026-07-22T18:40:29.000Z,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6,18,Sun,6,Jan,Evening,Weekend,Small Purchase
499,1/1/2023,2026-07-22T18:41:13.000Z,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,18,Sun,6,Jan,Evening,Weekend,Small Purchase
500,1/1/2023,2026-07-22T18:41:28.000Z,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,6,18,Sun,6,Jan,Evening,Weekend,Small Purchase
501,1/1/2023,2026-07-22T18:42:04.000Z,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,18,Sun,6,Jan,Evening,Weekend,Small Purchase
502,1/1/2023,2026-07-22T18:42:16.000Z,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,18,Sun,6,Jan,Evening,Weekend,Small Purchase
503,1/1/2023,2026-07-22T18:43:19.000Z,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,18,Sun,6,Jan,Evening,Weekend,Small Purchase
504,1/1/2023,2026-07-22T18:43:42.000Z,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2,18,Sun,6,Jan,Evening,Weekend,Small Purchase
505,1/1/2023,2026-07-22T18:45:11.000Z,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,7.5,18,Sun,6,Jan,Evening,Weekend,Small Purchase
506,1/1/2023,2026-07-22T18:49:48.000Z,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5,18,Sun,6,Jan,Evening,Weekend,Small Purchase
507,1/1/2023,2026-07-22T18:51:23.000Z,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6,18,Sun,6,Jan,Evening,Weekend,Small Purchase
508,1/1/2023,2026-07-22T18:51:41.000Z,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2,18,Sun,6,Jan,Evening,Weekend,Small Purchase
509,1/1/2023,2026-07-22T18:52:18.000Z,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4,18,Sun,6,Jan,Evening,Weekend,Small Purchase
510,1/1/2023,2026-07-22T18:52:57.000Z,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9,18,Sun,6,Jan,Evening,Weekend,Small Purchase
511,1/1/2023,2026-07-22T18:55:19.000Z,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1,18,Sun,6,Jan,Evening,Weekend,Small Purchase
512,1/1/2023,2026-07-22T18:56:24.000Z,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6,18,Sun,6,Jan,Evening,Weekend,Small Purchase
513,1/1/2023,2026-07-22T18:56:35.000Z,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,18,Sun,6,Jan,Evening,Weekend,Small Purchase
514,1/1/2023,2026-07-22T18:56:35.000Z,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant,3.75,18,Sun,6,Jan,Evening,Weekend,Small Purchase
515,1/1/2023,2026-07-22T19:00:27.000Z,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3,19,Sun,6,Jan,Evening,Weekend,Small Purchase
516,1/1/2023,2026-07-22T19:02:52.000Z,2,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot,6,19,Sun,6,Jan,Evening,Weekend,Small Purchase
517,1/1/2023,2026-07-22T19:06:58.000Z,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,3.75,19,Sun,6,Jan,Evening,Weekend,Small Purchase
518,1/1/2023,2026-07-22T19:07:26.000Z,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6,19,Sun,6,Jan,Evening,Weekend,Small Purchase
519,1/1/2023,2026-07-22T19:07:40.000Z,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4,19,Sun,6,Jan,Evening,Weekend,Small Purchase
520,1/1/2023,2026-07-22T19:08:11.000Z,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7,19,Sun,6,Jan,Evening,Weekend,Small Purchase
521,1/1/2023,2026-07-22T19:08:56.000Z,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,19,Sun,6,Jan,Evening,Weekend,Small Purchase
522,1/1/2023,2026-07-22T19:09:54.000Z,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,19,Sun,6,Jan,Evening,Weekend,Small Purchase
523,1/1/2023,2026-07-22T19:10:16.000Z,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7,19,Sun,6,Jan,Evening,Weekend,Small Purchase
524,1/1/2023,2026-07-22T19:10:53.000Z,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8,19,Sun,6,Jan,Evening,Weekend,Small Purchase
525,1/1/2023,2026-07-22T19:12:49.000Z,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,19,Sun,6,Jan,Evening,Weekend,Small Purchase
526,1/1/2023,2026-07-22T19:14:09.000Z,2,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,6,19,Sun,6,Jan,Evening,Weekend,Small Purchase
527,1/1/2023,2026-07-22T19:15:15.000Z,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4,19,Sun,6,Jan,Evening,Weekend,Small Purchase
528,1/1/2023,2026-07-22T19:21:35.000Z,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,3,19,Sun,6,Jan,Evening,Weekend,Small Purchase
529,1/1/2023,2026-07-22T19:22:39.000Z,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,19,Sun,6,Jan,Evening,Weekend,Small Purchase
530,1/1/2023,2026-07-22T19:24:18.000Z,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,19,Sun,6,Jan,Evening,Weekend,Small Purchase
531,1/1/2023,2026-07-22T19:24:18.000Z,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone,3,19,Sun,6,Jan,Evening,Weekend,Small Purchase
532,1/1/2023,2026-07-22T19:29:01.000Z,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5,19,Sun,6,Jan,Evening,Weekend,Small Purchase
533,1/1/2023,2026-07-22T19:29:07.000Z,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,3.75,19,Sun,6,Jan,Evening,Weekend,Small Purchase
534,1/1/2023,2026-07-22T19:30:55.000Z,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg,6,19,Sun,6,Jan,Evening,Weekend,Small Purchase
535,1/1/2023,2026-07-22T19:34:03.000Z,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3,19,Sun,6,Jan,Evening,Weekend,Small Purchase
536,1/1/2023,2026-07-22T19:34:39.000Z,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,19,Sun,6,Jan,Evening,Weekend,Small Purchase
537,1/1/2023,2026-07-22T19:34:48.000Z,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,19,Sun,6,Jan,Evening,Weekend,Small Purchase
538,1/1/2023,2026-07-22T19:35:55.000Z,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7,19,Sun,6,Jan,Evening,Weekend,Small Purchase
539,1/1/2023,2026-07-22T19:37:51.000Z,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,19,Sun,6,Jan,Evening,Weekend,Small Purchase
540,1/1/2023,2026-07-22T19:38:46.000Z,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8,19,Sun,6,Jan,Evening,Weekend,Small Purchase
541,1/1/2023,2026-07-22T19:39:00.000Z,2,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,6,19,Sun,6,Jan,Evening,Weekend,Small Purchase
542,1/1/2023,2026-07-22T19:39:32.000Z,1,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot,3,19,Sun,6,Jan,Evening,Weekend,Small Purchase
543,1/1/2023,2026-07-22T19:43:29.000Z,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,19,Sun,6,Jan,Evening,Weekend,Small Purchase
544,1/1/2023,2026-07-22T19:44:41.000Z,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,19,Sun,6,Jan,Evening,Weekend,Small Purchase
545,1/1/2023,2026-07-22T19:45:28.000Z,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,3,19,Sun,6,Jan,Evening,Weekend,Small Purchase
